/* DATA DESCRIPTION:
Citation:	Antico, Andrés; Aguiar, Ricardo O; Amsler, Mario L (2017): Paraná River daily hydrometric data from Rosario City, Argentina: 1875 to 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.882611, 
	In supplement to: Antico, A et al. (2018): Hydrometric data rescue in the Paraná River Basin. Water Resources Research, 54, 1368-1381, https://doi.org/10.1002/2017WR020897
Coverage:	LATITUDE: -32.933630 * LONGITUDE: -60.643550
	DATE/TIME START: 1875-01-01T00:00:00 * DATE/TIME END: 2017-07-31T00:00:00
Event(s):	Paraná_River_Rosario * LATITUDE: -32.933630 * LONGITUDE: -60.643550 * LOCATION: Rosario City, Argentina, South America * METHOD/DEVICE: Hydrographic station (HYD)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar)
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	Water level [m] (WL) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, official
	River discharge [m**3/s] (Q) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: daily, corrected
	Quality flag [#] (Flag) * PI: Antico, Andrés (https://orcid.org/0000-0003-2985-9620, aantico@santafe-conicet.gov.ar) * COMMENT: Flag = 1 if the data value passed all the quality checks, and Flag = 0 if the data value did not pass one or more of these checks. That is, if Flag = 0, the data value is considered as suspicious
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	260385 data points
*/
Date/Time	WL [m] (daily, official)	WL [m] (daily, corrected)	Q [m**3/s] (daily, official)	Q [m**3/s] (daily, corrected)	Flag [#] (Flag = 1 if the data value pa...)
1876-06-02	1.42	1.86	11957	13302	1
1876-06-03	1.44	1.89	12042	13390	1
1876-06-04	1.53	1.98	12310	13670	1
1876-06-05	1.62	2.07	12582	13952	1
1876-06-06	1.71	2.16	12855	14237	1
1876-06-07	1.80	2.25	13132	14524	1
1876-06-08	1.89	2.34	13410	14814	1
1876-06-09	1.99	2.43	13691	15107	1
1876-06-10	2.08	2.52	13975	15401	1
1876-06-11	2.17	2.61	14262	15699	1
1876-06-12	2.26	2.70	14550	15999	1
1876-06-13	2.35	2.79	14842	16301	1
1876-06-14	2.35	2.79	14863	16322	1
1876-06-15	2.36	2.80	14873	16331	1
1876-06-16	2.36	2.80	14883	16340	1
1876-06-17	2.36	2.80	14874	16330	1
1876-06-18	2.32	2.76	14758	16207	1
1876-06-19	2.28	2.72	14642	16085	1
1876-06-20	2.25	2.69	14526	15963	1
1876-06-21	2.22	2.66	14440	15872	1
1876-06-22	2.21	2.65	14404	15833	1
1876-06-23	2.20	2.64	14368	15795	1
1876-06-24	2.19	2.62	14333	15757	1
1876-06-25	2.18	2.61	14297	15718	1
1876-06-26	2.17	2.60	14262	15680	1
1876-06-27	2.15	2.59	14226	15642	1
1876-06-28	2.14	2.58	14191	15604	1
1876-06-29	2.13	2.57	14156	15566	1
1876-06-30	2.12	2.56	14120	15528	1
1876-07-01	2.11	2.54	14085	15490	1
1876-07-02	2.10	2.53	14051	15453	1
1876-07-03	2.09	2.52	14017	15417	1
1876-07-04	2.08	2.51	13983	15380	1
1876-07-05	2.07	2.50	13949	15343	1
1876-07-06	2.06	2.49	13915	15306	1
1876-07-07	2.04	2.47	13869	15257	1
1876-07-08	1.99	2.42	13710	15090	1
1876-07-09	1.94	2.37	13553	14925	1
1876-07-10	1.89	2.32	13396	14761	1
1876-07-11	1.84	2.27	13241	14597	1
1876-07-12	1.79	2.22	13086	14434	1
1876-07-13	1.74	2.17	12931	14272	1
1876-07-14	1.69	2.12	12778	14110	1
1876-07-15	1.64	2.07	12625	13950	1
1876-07-16	1.59	2.02	12473	13790	1
1876-07-17	1.54	1.97	12322	13631	1
1876-07-18	1.49	1.91	12166	13467	1
1876-07-19	1.43	1.86	12007	13299	1
1876-07-20	1.38	1.81	11849	13133	1
1876-07-21	1.32	1.75	11691	12967	1
1876-07-22	1.27	1.70	11535	12803	1
1876-07-23	1.22	1.64	11379	12639	1
1876-07-24	1.16	1.59	11224	12476	1
1876-07-25	1.15	1.58	11191	12440	1
1876-07-26	1.16	1.59	11221	12470	1
1876-07-27	1.17	1.60	11252	12501	1
1876-07-28	1.18	1.61	11282	12532	1
1876-07-29	1.19	1.62	11312	12562	1
1876-07-30	1.21	1.63	11343	12593	1
1876-07-31	1.22	1.64	11373	12623	1
1876-08-01	1.23	1.65	11404	12654	1
1876-08-02	1.24	1.66	11434	12685	1
1876-08-03	1.24	1.66	11449	12699	1
1876-08-04	1.16	1.58	11202	12440	1
1876-08-05	1.07	1.49	10957	12183	1
1876-08-06	0.99	1.41	10715	11929	1
1876-08-07	0.90	1.32	10475	11677	1
1876-08-08	0.81	1.23	10237	11427	1
1876-08-09	0.73	1.15	10002	11179	1
1876-08-10	0.69	1.11	9894	11065	1
1876-08-11	0.69	1.11	9908	11078	1
1876-08-12	0.70	1.12	9921	11091	1
1876-08-13	0.70	1.12	9934	11104	1
1876-08-14	0.71	1.13	9948	11117	1
1876-08-15	0.71	1.13	9961	11130	1
1876-08-16	0.72	1.14	9974	11143	1
1876-08-17	0.72	1.14	9988	11156	1
1876-08-18	0.73	1.14	10001	11169	1
1876-08-19	0.70	1.12	9926	11089	1
1876-08-20	0.66	1.08	9825	10982	1
1876-08-21	0.63	1.04	9725	10876	1
1876-08-22	0.59	1.00	9625	10770	1
1876-08-23	0.55	0.97	9525	10664	1
1876-08-24	0.52	0.93	9425	10559	1
1876-08-25	0.48	0.89	9327	10454	1
1876-08-26	0.44	0.86	9228	10350	1
1876-08-27	0.41	0.82	9130	10246	1
1876-08-28	0.37	0.78	9032	10143	1
1876-08-29	0.35	0.76	8974	10081	1
1876-08-30	0.36	0.77	9017	10124	1
1876-08-31	0.38	0.79	9060	10168	1
1876-09-01	0.40	0.81	9103	10213	1
1876-09-02	0.41	0.82	9148	10259	1
1876-09-03	0.43	0.84	9192	10304	1
1876-09-04	0.45	0.86	9237	10350	1
1876-09-05	0.46	0.87	9282	10396	1
1876-09-06	0.48	0.89	9327	10442	1
1876-09-07	0.50	0.90	9372	10488	1
1876-09-08	0.49	0.90	9358	10473	1
1876-09-09	0.46	0.87	9287	10397	1
1876-09-10	0.44	0.84	9216	10321	1
1876-09-11	0.41	0.82	9145	10246	1
1876-09-12	0.38	0.79	9074	10171	1
1876-09-13	0.38	0.79	9075	10170	1
1876-09-14	0.39	0.79	9087	10182	1
1876-09-15	0.39	0.80	9099	10194	1
1876-09-16	0.40	0.80	9111	10205	1
1876-09-17	0.40	0.81	9123	10217	1
1876-09-18	0.38	0.78	9057	10146	1
1876-09-19	0.34	0.75	8969	10053	1
1876-09-20	0.31	0.71	8881	9961	1
1876-09-21	0.28	0.68	8794	9869	1
1876-09-22	0.24	0.65	8708	9777	1
1876-09-23	0.21	0.61	8621	9685	1
1876-09-24	0.18	0.58	8535	9594	1
1876-09-25	0.14	0.55	8449	9503	1
1876-09-26	0.19	0.59	8572	9631	1
1876-09-27	0.27	0.67	8764	9831	1
1876-09-28	0.34	0.74	8957	10032	1
1876-09-29	0.41	0.81	9152	10235	1
1876-09-30	0.49	0.89	9349	10440	1
1876-10-01	0.55	0.95	9529	10627	1
1876-10-02	0.60	1.00	9656	10759	1
1876-10-03	0.65	1.05	9784	10892	1
1876-10-04	0.70	1.09	9913	11025	1
1876-10-05	0.74	1.14	10042	11160	1
1876-10-06	0.79	1.19	10173	11294	1
1876-10-07	0.84	1.24	10303	11430	1
1876-10-08	0.89	1.28	10435	11566	1
1876-10-09	0.93	1.33	10567	11703	1
1876-10-10	0.98	1.38	10700	11841	1
1876-10-11	1.03	1.42	10834	11979	1
1876-10-12	1.07	1.47	10968	12118	1
1876-10-13	1.07	1.47	10966	12114	1
1876-10-14	1.02	1.42	10817	11958	1
1876-10-15	0.97	1.36	10670	11803	1
1876-10-16	0.92	1.31	10523	11649	1
1876-10-17	0.86	1.26	10377	11496	1
1876-10-18	0.81	1.21	10232	11344	1
1876-10-19	0.76	1.15	10088	11192	1
1876-10-20	0.71	1.10	9945	11041	1
1876-10-21	0.66	1.05	9802	10891	1
1876-10-22	0.60	1.00	9661	10742	1
1876-10-23	0.55	0.94	9520	10594	1
1876-10-24	0.50	0.89	9380	10447	1
1876-10-25	0.45	0.84	9241	10301	1
1876-10-26	0.40	0.78	9103	10155	1
1876-10-27	0.34	0.73	8965	10010	1
1876-10-28	0.29	0.68	8829	9866	1
1876-10-29	0.24	0.63	8693	9723	1
1876-10-30	0.19	0.57	8558	9581	1
1876-10-31	0.13	0.52	8424	9440	1
1876-11-01	0.08	0.47	8289	9297	1
1876-11-02	0.06	0.44	8229	9234	1
1876-11-03	0.04	0.43	8181	9183	1
1876-11-04	0.02	0.41	8134	9132	1
1876-11-05	0.00	0.39	8087	9082	1
1876-11-06	-0.02	0.37	8040	9031	1
1876-11-07	-0.04	0.35	7993	8981	1
1876-11-08	-0.05	0.33	7946	8931	1
1876-11-09	-0.07	0.31	7899	8881	1
1876-11-10	-0.09	0.29	7852	8831	1
1876-11-11	-0.11	0.27	7805	8781	1
1876-11-12	-0.13	0.25	7759	8731	1
1876-11-13	-0.16	0.23	7690	8658	1
1876-11-14	-0.19	0.20	7618	8582	1
1876-11-15	-0.22	0.17	7547	8506	1
1876-11-16	-0.25	0.14	7475	8430	1
1876-11-17	-0.27	0.11	7404	8355	1
1876-11-18	-0.30	0.08	7334	8280	1
1876-11-19	-0.33	0.05	7263	8205	1
1876-11-20	-0.26	0.12	7436	8385	1
1876-11-21	-0.14	0.24	7726	8688	1
1876-11-22	-0.03	0.35	8019	8994	1
1876-11-23	0.09	0.47	8317	9305	1
1876-11-24	0.21	0.59	8619	9620	1
1876-11-25	0.33	0.71	8926	9939	1
1876-11-26	0.45	0.82	9237	10263	1
1876-11-27	0.56	0.94	9552	10590	1
1876-11-28	0.68	1.06	9871	10923	1
1876-11-29	0.80	1.18	10195	11259	1
1876-11-30	0.90	1.28	10488	11563	1
1876-12-01	0.93	1.31	10562	11639	1
1876-12-02	0.96	1.33	10635	11714	1
1876-12-03	0.98	1.36	10708	11789	1
1876-12-04	1.01	1.38	10781	11864	1
1876-12-05	1.03	1.41	10854	11939	1
1876-12-06	1.06	1.43	10928	12014	1
1876-12-07	1.09	1.46	11001	12090	1
1876-12-08	1.11	1.49	11075	12166	1
1876-12-09	1.14	1.51	11149	12241	1
1876-12-10	1.12	1.49	11088	12177	1
1876-12-11	1.10	1.47	11028	12113	1
1876-12-12	1.07	1.45	10968	12050	1
1876-12-13	1.05	1.43	10908	11986	1
1876-12-14	1.03	1.40	10848	11923	1
1876-12-15	1.01	1.38	10789	11860	1
1876-12-16	0.99	1.36	10729	11797	1
1876-12-17	0.97	1.34	10670	11734	1
1876-12-18	0.95	1.32	10610	11671	1
1876-12-19	0.93	1.30	10551	11608	1
1876-12-20	0.91	1.28	10492	11546	1
1876-12-21	0.89	1.25	10433	11483	1
1876-12-22	0.86	1.23	10375	11421	1
1876-12-23	0.89	1.26	10456	11504	1
1876-12-24	0.93	1.29	10550	11602	1
1876-12-25	0.96	1.33	10646	11700	1
1876-12-26	0.99	1.36	10741	11798	1
1876-12-27	1.03	1.39	10837	11896	1
1876-12-28	1.06	1.43	10933	11995	1
1876-12-29	1.10	1.46	11030	12095	1
1876-12-30	1.13	1.50	11127	12194	1
1876-12-31	1.16	1.53	11224	12294	1
1877-01-01	1.20	1.56	11321	12394	1
1877-01-02	1.23	1.60	11419	12495	1
1877-01-03	1.27	1.63	11518	12596	1
1877-01-04	1.30	1.66	11616	12697	1
1877-01-05	1.33	1.70	11715	12799	1
1877-01-06	1.37	1.73	11815	12901	1
1877-01-07	1.40	1.76	11914	13004	1
1877-01-08	1.43	1.80	12015	13106	1
1877-01-09	1.47	1.83	12109	13203	1
1877-01-10	1.38	1.74	11863	12946	1
1877-01-11	1.30	1.66	11619	12692	1
1877-01-12	1.22	1.58	11378	12440	1
1877-01-13	1.13	1.49	11138	12191	1
1877-01-14	1.05	1.41	10901	11943	1
1877-01-15	0.97	1.33	10666	11698	1
1877-01-16	0.88	1.24	10433	11454	1
1877-01-17	0.80	1.16	10202	11213	1
1877-01-18	0.75	1.11	10071	11076	1
1877-01-19	0.80	1.16	10198	11207	1
1877-01-20	0.85	1.20	10326	11338	1
1877-01-21	0.89	1.25	10454	11470	1
1877-01-22	0.94	1.29	10582	11603	1
1877-01-23	0.98	1.34	10712	11737	1
1877-01-24	1.03	1.39	10842	11871	1
1877-01-25	1.08	1.43	10973	12005	1
1877-01-26	1.12	1.48	11104	12141	1
1877-01-27	1.17	1.52	11236	12276	1
1877-01-28	1.21	1.57	11369	12413	1
1877-01-29	1.26	1.61	11502	12550	1
1877-01-30	1.31	1.66	11636	12688	1
1877-01-31	1.33	1.69	11713	12767	1
1877-02-01	1.27	1.62	11522	12568	1
1877-02-02	1.20	1.55	11323	12360	1
1877-02-03	1.13	1.48	11126	12154	1
1877-02-04	1.06	1.41	10930	11949	1
1877-02-05	0.99	1.34	10735	11746	1
1877-02-06	0.92	1.27	10542	11545	1
1877-02-07	0.86	1.21	10350	11344	1
1877-02-08	0.79	1.14	10160	11145	1
1877-02-09	0.72	1.07	9971	10948	1
1877-02-10	0.70	1.04	9910	10883	1
1877-02-11	0.80	1.15	10189	11172	1
1877-02-12	0.90	1.25	10472	11465	1
1877-02-13	1.00	1.35	10757	11760	1
1877-02-14	1.10	1.45	11046	12059	1
1877-02-15	1.20	1.55	11338	12361	1
1877-02-16	1.31	1.65	11634	12666	1
1877-02-17	1.41	1.75	11932	12974	1
1877-02-18	1.51	1.85	12234	13286	1
1877-02-19	1.61	1.96	12539	13600	1
1877-02-20	1.71	2.06	12847	13918	1
1877-02-21	1.81	2.16	13158	14239	1
1877-02-22	1.91	2.26	13473	14563	1
1877-02-23	2.02	2.36	13790	14891	1
1877-02-24	2.12	2.46	14111	15221	1
1877-02-25	2.22	2.56	14435	15555	1
1877-02-26	2.32	2.66	14762	15891	1
1877-02-27	2.42	2.77	15093	16231	1
1877-02-28	2.52	2.87	15427	16574	1
1877-03-01	2.61	2.95	15696	16851	1
1877-03-02	2.65	2.99	15851	17010	1
1877-03-03	2.70	3.04	16006	17169	1
1877-03-04	2.75	3.09	16163	17329	1
1877-03-05	2.79	3.13	16320	17489	1
1877-03-06	2.84	3.18	16477	17651	1
1877-03-07	2.89	3.22	16636	17812	1
1877-03-08	2.93	3.27	16794	17975	1
1877-03-09	2.98	3.32	16954	18138	1
1877-03-10	3.02	3.36	17114	18302	1
1877-03-11	3.07	3.41	17275	18466	1
1877-03-12	3.12	3.46	17437	18631	1
1877-03-13	3.16	3.50	17599	18797	1
1877-03-14	3.21	3.55	17762	18964	1
1877-03-15	3.26	3.59	17926	19131	1
1877-03-16	3.30	3.64	18090	19299	1
1877-03-17	3.32	3.65	18142	19351	1
1877-03-18	3.32	3.65	18131	19338	1
1877-03-19	3.31	3.65	18120	19325	1
1877-03-20	3.31	3.64	18109	19312	1
1877-03-21	3.31	3.64	18098	19300	1
1877-03-22	3.30	3.64	18087	19287	1
1877-03-23	3.30	3.63	18076	19274	1
1877-03-24	3.30	3.64	18092	19290	1
1877-03-25	3.34	3.67	18219	19418	1
1877-03-26	3.38	3.71	18345	19548	1
1877-03-27	3.41	3.74	18473	19677	1
1877-03-28	3.45	3.78	18600	19807	1
1877-03-29	3.48	3.81	18728	19937	1
1877-03-30	3.52	3.85	18857	20068	1
1877-03-31	3.55	3.88	18986	20199	1
1877-04-01	3.59	3.92	19099	20314	1
1877-04-02	3.62	3.95	19210	20427	1
1877-04-03	3.65	3.98	19321	20540	1
1877-04-04	3.68	4.01	19432	20653	1
1877-04-05	3.71	4.04	19544	20766	1
1877-04-06	3.74	4.07	19656	20880	1
1877-04-07	3.77	4.10	19768	20994	1
1877-04-08	3.80	4.13	19881	21108	1
1877-04-09	3.83	4.16	19994	21223	1
1877-04-10	3.86	4.19	20107	21337	1
1877-04-11	3.89	4.22	20220	21452	1
1877-04-12	3.92	4.25	20334	21568	1
1877-04-13	3.95	4.28	20448	21683	1
1877-04-14	3.96	4.29	20480	21714	1
1877-04-15	3.96	4.28	20473	21706	1
1877-04-16	3.96	4.28	20466	21697	1
1877-04-17	3.95	4.28	20459	21689	1
1877-04-18	3.94	4.27	20411	21638	1
1877-04-19	3.92	4.24	20318	21541	1
1877-04-20	3.89	4.21	20225	21444	1
1877-04-21	3.88	4.20	20177	21393	1
1877-04-22	3.88	4.20	20171	21385	1
1877-04-23	3.88	4.20	20164	21378	1
1877-04-24	3.87	4.20	20158	21370	1
1877-04-25	3.87	4.19	20152	21362	1
1877-04-26	3.87	4.19	20146	21354	1
1877-04-27	3.87	4.19	20140	21346	1
1877-04-28	3.87	4.19	20133	21338	1
1877-04-29	3.87	4.19	20127	21331	1
1877-04-30	3.86	4.18	20106	21307	1
1877-05-01	3.84	4.16	20036	21234	1
1877-05-02	3.82	4.14	19968	21163	1
1877-05-03	3.80	4.12	19899	21091	1
1877-05-04	3.79	4.10	19831	21019	1
1877-05-05	3.77	4.08	19764	20949	1
1877-05-06	3.78	4.10	19824	21010	1
1877-05-07	3.80	4.12	19884	21070	1
1877-05-08	3.82	4.13	19945	21131	1
1877-05-09	3.83	4.15	20005	21191	1
1877-05-10	3.85	4.16	20066	21252	1
1877-05-11	3.87	4.18	20126	21313	1
1877-05-12	3.88	4.20	20187	21373	1
1877-05-13	3.90	4.21	20239	21426	1
1877-05-14	3.90	4.21	20250	21435	1
1877-05-15	3.90	4.21	20260	21444	1
1877-05-16	3.90	4.22	20270	21453	1
1877-05-17	3.91	4.22	20280	21462	1
1877-05-18	3.91	4.22	20290	21471	1
1877-05-19	3.87	4.19	20155	21330	1
1877-05-20	3.79	4.10	19856	21023	1
1877-05-21	3.71	4.02	19560	20717	1
1877-05-22	3.63	3.94	19266	20414	1
1877-05-23	3.57	3.88	19042	20182	1
1877-05-24	3.52	3.83	18871	20005	1
1877-05-25	3.47	3.78	18701	19829	1
1877-05-26	3.43	3.74	18531	19654	1
1877-05-27	3.39	3.70	18396	19514	1
1877-05-28	3.39	3.70	18388	19504	1
1877-05-29	3.39	3.69	18380	19495	1
1877-05-30	3.38	3.69	18372	19485	1
1877-05-31	3.38	3.69	18365	19476	1
1877-06-01	3.38	3.69	18356	19466	1
1877-06-02	3.42	3.73	18510	19622	1
1877-06-03	3.47	3.77	18666	19781	1
1877-06-04	3.51	3.81	18823	19941	1
1877-06-05	3.54	3.85	18942	20062	1
1877-06-06	3.57	3.87	19036	20157	1
1877-06-07	3.59	3.90	19131	20253	1
1877-06-08	3.62	3.92	19226	20349	1
1877-06-09	3.65	3.95	19321	20445	1
1877-06-10	3.67	3.98	19416	20541	1
1877-06-11	3.70	4.00	19511	20637	1
1877-06-12	3.72	4.03	19607	20734	1
1877-06-13	3.75	4.05	19703	20831	1
1877-06-14	3.78	4.08	19799	20928	1
1877-06-15	3.80	4.10	19895	21025	1
1877-06-16	3.83	4.13	19991	21122	1
1877-06-17	3.85	4.16	20088	21220	1
1877-06-18	3.87	4.17	20134	21265	1
1877-06-19	3.87	4.17	20127	21258	1
1877-06-20	3.86	4.16	20121	21250	1
1877-06-21	3.86	4.16	20115	21242	1
1877-06-22	3.86	4.16	20109	21234	1
1877-06-23	3.82	4.12	19960	21080	1
1877-06-24	3.77	4.07	19787	20902	1
1877-06-25	3.73	4.02	19615	20724	1
1877-06-26	3.68	3.98	19443	20546	1
1877-06-27	3.63	3.93	19272	20370	1
1877-06-28	3.56	3.86	19006	20095	1
1877-06-29	3.44	3.74	18584	19661	1
1877-06-30	3.33	3.62	18167	19232	1
1877-07-01	3.29	3.58	18033	19093	1
1877-07-02	3.27	3.56	17960	19016	1
1877-07-03	3.25	3.54	17886	18940	1
1877-07-04	3.23	3.52	17813	18863	1
1877-07-05	3.20	3.50	17740	18787	1
1877-07-06	3.18	3.48	17667	18711	1
1877-07-07	3.16	3.46	17595	18635	1
1877-07-08	3.14	3.44	17522	18559	1
1877-07-09	3.03	3.32	17127	18152	1
1877-07-10	2.91	3.21	16731	17745	1
1877-07-11	2.80	3.09	16339	17341	1
1877-07-12	2.68	2.97	15952	16942	1
1877-07-13	2.57	2.86	15568	16547	1
1877-07-14	2.45	2.74	15189	16156	1
1877-07-15	2.34	2.63	14814	15769	1
1877-07-16	2.22	2.51	14442	15386	1
1877-07-17	2.11	2.40	14075	15008	1
1877-07-18	1.99	2.28	13712	14633	1
1877-07-19	1.96	2.25	13605	14522	1
1877-07-20	1.99	2.28	13720	14639	1
1877-07-21	2.03	2.32	13836	14756	1
1877-07-22	2.07	2.36	13952	14875	1
1877-07-23	2.10	2.39	14068	14993	1
1877-07-24	2.14	2.43	14185	15112	1
1877-07-25	2.18	2.47	14302	15231	1
1877-07-26	2.22	2.50	14420	15351	1
1877-07-27	2.25	2.54	14538	15471	1
1877-07-28	2.29	2.57	14657	15592	1
1877-07-29	2.33	2.61	14776	15713	1
1877-07-30	2.36	2.65	14895	15834	1
1877-07-31	2.38	2.67	14961	15900	1
1877-08-01	2.36	2.65	14896	15833	1
1877-08-02	2.34	2.62	14808	15741	1
1877-08-03	2.26	2.54	14567	15492	1
1877-08-04	2.19	2.47	14328	15245	1
1877-08-05	2.11	2.39	14090	15000	1
1877-08-06	2.04	2.32	13855	14756	1
1877-08-07	1.96	2.24	13620	14514	1
1877-08-08	1.89	2.17	13388	14274	1
1877-08-09	1.81	2.09	13158	14036	1
1877-08-10	1.74	2.02	12929	13799	1
1877-08-11	1.66	1.94	12702	13565	1
1877-08-12	1.59	1.87	12476	13332	1
1877-08-13	1.51	1.79	12252	13100	1
1877-08-14	1.66	1.94	12704	13564	1
1877-08-15	1.87	2.15	13348	14225	1
1877-08-16	2.08	2.36	14005	14899	1
1877-08-17	2.29	2.57	14676	15586	1
1877-08-18	2.50	2.78	15361	16288	1
1877-08-19	2.71	2.99	16059	17003	1
1877-08-20	2.92	3.20	16770	17731	1
1877-08-21	3.13	3.41	17496	18473	1
1877-08-22	3.34	3.62	18235	19229	1
1877-08-23	3.55	3.83	18987	19998	1
1877-08-24	3.61	3.88	19178	20192	1
1877-08-25	3.61	3.88	19175	20187	1
1877-08-26	3.61	3.88	19171	20181	1
1877-08-27	3.60	3.88	19167	20176	1
1877-08-28	3.53	3.80	18900	19901	1
1877-08-29	3.44	3.71	18570	19562	1
1877-08-30	3.35	3.62	18242	19225	1
1877-08-31	3.25	3.53	17917	18891	1
1877-09-01	3.16	3.43	17589	18554	1
1877-09-02	3.07	3.34	17259	18214	1
1877-09-03	2.97	3.24	16931	17877	1
1877-09-04	2.88	3.15	16607	17543	1
1877-09-05	2.78	3.05	16285	17212	1
1877-09-06	2.69	2.96	15965	16884	1
1877-09-07	2.59	2.86	15649	16558	1
1877-09-08	2.50	2.77	15335	16235	1
1877-09-09	2.40	2.67	15025	15915	1
1877-09-10	2.31	2.58	14717	15598	1
1877-09-11	2.21	2.48	14411	15284	1
1877-09-12	2.12	2.39	14109	14972	1
1877-09-13	2.02	2.29	13809	14663	1
1877-09-14	1.95	2.22	13585	14432	1
1877-09-15	1.92	2.19	13499	14342	1
1877-09-16	1.90	2.16	13413	14253	1
1877-09-17	1.87	2.13	13327	14163	1
1877-09-18	1.84	2.11	13241	14074	1
1877-09-19	1.81	2.08	13156	13985	1
1877-09-20	1.78	2.05	13071	13897	1
1877-09-21	1.67	1.94	12728	13543	1
1877-09-22	1.51	1.77	12230	13031	1
1877-09-23	1.34	1.61	11742	12528	1
1877-09-24	1.18	1.44	11261	12033	1
1877-09-25	1.05	1.31	10894	11654	1
1877-09-26	1.12	1.39	11111	11876	1
1877-09-27	1.20	1.46	11330	12100	1
1877-09-28	1.28	1.54	11551	12326	1
1877-09-29	1.35	1.61	11773	12553	1
1877-09-30	1.40	1.66	11902	12685	1
1877-10-01	1.41	1.67	11940	12722	1
1877-10-02	1.42	1.68	11976	12759	1
1877-10-03	1.43	1.69	12013	12795	1
1877-10-04	1.45	1.71	12049	12831	1
1877-10-05	1.46	1.72	12086	12868	1
1877-10-06	1.47	1.73	12123	12905	1
1877-10-07	1.48	1.74	12160	12941	1
1877-10-08	1.47	1.72	12107	12886	1
1877-10-09	1.43	1.69	12014	12790	1
1877-10-10	1.40	1.66	11922	12694	1
1877-10-11	1.37	1.63	11830	12598	1
1877-10-12	1.34	1.60	11738	12503	1
1877-10-13	1.31	1.57	11647	12408	1
1877-10-14	1.34	1.59	11726	12488	1
1877-10-15	1.40	1.66	11923	12689	1
1877-10-16	1.47	1.73	12121	12891	1
1877-10-17	1.54	1.79	12321	13095	1
1877-10-18	1.60	1.86	12522	13300	1
1877-10-19	1.67	1.93	12724	13507	1
1877-10-20	1.74	1.99	12928	13715	1
1877-10-21	1.81	2.06	13133	13924	1
1877-10-22	1.84	2.10	13255	14048	1
1877-10-23	1.82	2.07	13175	13965	1
1877-10-24	1.79	2.05	13096	13882	1
1877-10-25	1.77	2.02	13016	13799	1
1877-10-26	1.74	1.99	12937	13717	1
1877-10-27	1.72	1.97	12858	13634	1
1877-10-28	1.69	1.94	12779	13552	1
1877-10-29	1.66	1.91	12700	13471	1
1877-10-30	1.64	1.89	12622	13389	1
1877-10-31	1.61	1.86	12527	13290	1
1877-11-01	1.54	1.79	12330	13087	1
1877-11-02	1.47	1.72	12132	12883	1
1877-11-03	1.41	1.66	11934	12679	1
1877-11-04	1.43	1.68	12001	12746	1
1877-11-05	1.48	1.73	12161	12910	1
1877-11-06	1.54	1.79	12322	13074	1
1877-11-07	1.59	1.84	12484	13238	1
1877-11-08	1.65	1.89	12647	13404	1
1877-11-09	1.70	1.95	12811	13571	1
1877-11-10	1.75	2.00	12975	13738	1
1877-11-11	1.78	2.03	13060	13824	1
1877-11-12	1.81	2.05	13142	13907	1
1877-11-13	1.83	2.08	13224	13990	1
1877-11-14	1.86	2.11	13307	14073	1
1877-11-15	1.89	2.13	13390	14157	1
1877-11-16	1.92	2.16	13473	14241	1
1877-11-17	1.94	2.19	13556	14325	1
1877-11-18	1.97	2.21	13640	14410	1
1877-11-19	2.02	2.27	13813	14586	1
1877-11-20	2.30	2.54	14683	15475	1
1877-11-21	2.57	2.81	15577	16388	1
1877-11-22	2.84	3.08	16493	17323	1
1877-11-23	3.12	3.36	17432	18282	1
1877-11-24	3.39	3.63	18395	19263	1
1877-11-25	3.55	3.79	18960	19839	1
1877-11-26	3.55	3.79	18971	19848	1
1877-11-27	3.55	3.79	18981	19858	1
1877-11-28	3.56	3.80	18992	19867	1
1877-11-29	3.56	3.80	19003	19877	1
1877-11-30	3.56	3.80	18999	19871	1
1877-12-01	3.53	3.77	18903	19772	1
1877-12-02	3.50	3.74	18809	19674	1
1877-12-03	3.48	3.72	18715	19577	1
1877-12-04	3.45	3.69	18621	19480	1
1877-12-05	3.43	3.66	18527	19383	1
1877-12-06	3.40	3.64	18434	19287	1
1877-12-07	3.37	3.61	18336	19186	1
1877-12-08	3.34	3.57	18214	19060	1
1877-12-09	3.30	3.54	18093	18934	1
1877-12-10	3.27	3.51	17972	18809	1
1877-12-11	3.24	3.47	17851	18685	1
1877-12-12	3.20	3.44	17731	18561	1
1877-12-13	3.17	3.40	17610	18437	1
1877-12-14	3.13	3.37	17491	18313	1
1877-12-15	3.10	3.33	17371	18190	1
